,,,,,
Invoice Date,Invoice Number,Company Name (Seller),Spare Part Name,Qty,Price per Unit
,DE/25-26/143,[Not Visible],WP-0.25HP-003 0.25 GEARBOX+SERVO MOTOR FLANGE 2,2 Nos.,"1,975.00"
,DE/25-26/143,[Not Visible],WP-CAMSLIDE-002 CLAMPING PLATE 40x40,2 Nos.,"1,275.00"
,DE/25-26/143,[Not Visible],WP-CAMSLIDE-003 SLIDE MTG BASE PLATE,2 Nos.,"1,550.00"
30-08-2025,IEPL/FY25-26/286,Ingenium Electronics Pvt. Ltd.,Allen Bradley VFD 4M Single Phase (1HP) : Part No. 22FA4P2N103,1.00 Nos,"8,833.00"
30-08-2025,IEPL/FY25-26/286,Ingenium Electronics Pvt. Ltd.,Allen Bradley VFD Single Phase (0.50HP) : Part No. 22FA2P5N103,3.00 Nos,"6,908.00"
30-08-2025,IEPL/FY25-26/286,Ingenium Electronics Pvt. Ltd.,Allen Bradley VFD Single Phase (0.25HP) : Part No. 22FA1P6N103,2.00 Nos,"6,452.00"
08-Sep-25,DN/00265/25-26,DE & NEPHEW,150 L X 90 OD X 12 ID BLACK FOAM ROLLER,2 NOS,"1,480.00"
18-Sep-25,DN/00278/25-26,DE & NEPHEW,100 MM OD X 10 X 100 MM L WHITE FOAM ROLLER,10 NOS,800
18-Sep-25,DN/00278/25-26,DE & NEPHEW,100 MM OD X 10 MM ID X 150 MM L WHITE FOAM ROLLER,10 NOS,"1,200.00"
27-08-2025,079/25-26,PACKORA AUTOMATION SYSTEMS,Aluminium 3-Point Idler Roller: 32 H x 45 OD,4 NOS,350
27-08-2025,079/25-26,PACKORA AUTOMATION SYSTEMS,Aluminium 3-Point Idler Roller: 50 H x 45 OD,4 NOS,380
27-08-2025,079/25-26,PACKORA AUTOMATION SYSTEMS,Aluminium 3-Point Idler Roller: 90 H x 45 OD,4 NOS,540
27-08-2025,079/25-26,PACKORA AUTOMATION SYSTEMS,Aluminium 3-Point Idler Roller: 120 H x 45 OD,4 NOS,580
27-08-2025,079/25-26,PACKORA AUTOMATION SYSTEMS,Aluminium 3-Point Idler Roller: 150 H x 45 OD,2 NOS,730
27-08-2025,079/25-26,PACKORA AUTOMATION SYSTEMS,Aluminium 3-Point Drive Roller: 32 H x 80 OD,2 NOS,720
27-08-2025,079/25-26,PACKORA AUTOMATION SYSTEMS,Aluminium 3-Point Drive Roller: 50 H x 80 OD,2 NOS,890
27-08-2025,079/25-26,PACKORA AUTOMATION SYSTEMS,Aluminium 3-Point Drive Roller: 90 H x 80 OD,2 NOS,"1,490.00"
27-08-2025,079/25-26,PACKORA AUTOMATION SYSTEMS,Aluminium 3-Point Drive Roller: 120 H x 80 OD,2 NOS,"1,880.00"
,0112/25-26,PACKORA AUTOMATION SYSTEMS,Spacer Brass Bush,4 NOS,390
,0112/25-26,PACKORA AUTOMATION SYSTEMS,Spacer Horizontal Lead Screw,2 NOS,650
,0112/25-26,PACKORA AUTOMATION SYSTEMS,Spacer Vertical Lead Screw,2 NOS,750
,0112/25-26,PACKORA AUTOMATION SYSTEMS,Idler Pully With Shaft,2 NOS,890
,0112/25-26,PACKORA AUTOMATION SYSTEMS,Driven Pully,2 NOS,680
24-05-2025,61,P. P ENTERPRISES,ALU CORE LOCK,4,450
24-05-2025,61,P. P ENTERPRISES,SS CORE LOCK PATTI,20,35
24-05-2025,61,P. P ENTERPRISES,CONVEYOR TIE ROD 114,2,"8,200.00"
24-05-2025,61,P. P ENTERPRISES,S S SPONGE ROD16 X125,2,325
24-05-2025,61,P. P ENTERPRISES,S S SPONGE ROD 16 X175,2,425
24-05-2025,61,P. P ENTERPRISES,INDICATOR BUSH,1,90
,DE/25-26/143,[Not Visible],WP-0.25HP-001 0.25 GEARBOX+SERVO MOTOR FLANGE 2,2 Nos.,"1,350.00"
,DE/25-26/143,[Not Visible],WP-0.25HP-002 0.25 GEARBOX+SERVO MOTOR FLANGE 2,2 Nos.,"2,450.00"
,DE/25-26/143,[Not Visible],WP-0.25HP-003 0.25 GEARBOX+SERVO MOTOR FLANGE 2,2 Nos.,"1,975.00"
,DE/25-26/143,[Not Visible],WP-CAMSLIDE-002 CLAMPING PLATE 40x40,2 Nos.,"1,275.00"
,DE/25-26/143,[Not Visible],WP-CAMSLIDE-003 SLIDE MTG BASE PLATE,2 Nos.,"1,550.00"
30-08-2025,IEPL/FY25-26/286,Ingenium Electronics Pvt. Ltd.,Allen Bradley VFD 4M Single Phase (1HP) : Part No. 22FA4P2N103,1.00 Nos,"8,833.00"
30-08-2025,IEPL/FY25-26/286,Ingenium Electronics Pvt. Ltd.,Allen Bradley VFD Single Phase (0.50HP) : Part No. 22FA2P5N103,3.00 Nos,"6,908.00"
30-08-2025,IEPL/FY25-26/286,Ingenium Electronics Pvt. Ltd.,Allen Bradley VFD Single Phase (0.25HP) : Part No. 22FA1P6N103,2.00 Nos,"6,452.00"
05-09-2025,100,PILLER PLATE 250 X100 X3 MM LH,5,750,"1,27,222.00 (Total Invoice)"
,,PILLER PLATE 250 X100 X3 MM RH,5,750,
,,RUBBER ROLLER 100MM WITH SHAFT,20,"1,350.00",
,,RUBBER ROLLER WITH SHAFT 200MM,20,"1,805.00",
,,RUBBER ROLLER 150MM WITH SHAFT,20,"1,675.00",
,,ALU PLATE 16 X16 165,1,105,
,,ALU PLATE 16 X16 155,1,95,
,,ALU PLATE 16 X16 X145,1,95,
,,ALU ROLLER 150,2,750,
,,PILLER SUPPORTING 150,2,750,
,,SS CORE LOCK PATTI,12,35,
07-07-2025,80,SPACER,2,620,"2,218.00"
,,BREAKING PULLEY,2,320,
(Not Visible),2526003924,6902 ZZ NTN BEARING,"2,000 Pcs",190,"10,261.00"
,,6802 ZZ KYK BEARING,8 Pcs,50,
,,HSS TAP SET 6MM,1 Set,895,
,,6902 ZZ SKF BEARING,6 Pcs,220,
,,S.S CAP M 8X90,50 Pcs,25,
,,STRAIGHT DRILL 5.2MM,30 Pcs,90,
,,"4"" STRTECH FILM (BABY CORE)",10 Kgs,150,
,,STRAIGHT DRILL 8.5 MM,1 Pcs,251,
07-Oct-25,25-26/2146,615 T21 R35 Sprocket 50803,10,"1,000.00","11,800.00"
11-12-2025,092/25-26,Moldex Make T Clamps:014,100 NOS,55,"6,844.00"
29-Jul-25,DN/00189/25-26,420 L X 25 X 10 MM T BELT,1 NOS,"1,200.00","1,416.00"
17-09-2025,IEPL/FY25-26/329,"WL 2A AB PLC WL HMI 7"" Delta E3 Servo...",1.00 Nos,"1,17,000.00","1,39,678.96"
,,RS485 VFD Communication Cable 1.5...,1.00 Nos,200,
,,Packaging & Forwarding Charges @ 1%,1,"1,172.00",
21-08-2025,97,SILICON STRIP MOUNTING BUSH,4,125,
,,SILICON PLATE,4,165,
,,MOUNTING BRACKET,4,350,
,,FRONT SPACER,4,95,
,,BACK LOCKING BUSH,4,125,
,,UPPER PIN,4,125,
,,NYLON SLEEV100,4,650,
,,RUBBER ROLLER 150MM WITH SHAFT,4,"1,675.00",
14-07-2025,84,419 PRESSING ROLLER SUPPORTED SHAFT,1,400,
,,420 XPRESSING ROLLER BEARING SPACER,2,40,
,,SPRING FLANGE STOPPER,1,50,
,,SPRING FLANGE MAIN SHAFT 150MM,1,320,
,,SPRING FLANGE,2,520,
,,SPRING FLANGE ROLLER 150,1,380,
,,SPRING FLANGE ROLLER SHAFT 150,1,180,
,,SPRING PIN,2,60,
,,SPRING FLANGE HSG,1,550,
,,PATH ROLLER ASSEMBLY 150MM,9,985,
,,LABEL SENSOR MOUNTING BRACKET 2,1,275,
,,LABEL SENSOR MOUNTING BRACKET 1,1,475,
,,LABEL SENSOR MOUNTING BRACKET 3,1,640,
,,RUBBER ROLLER ASSEMBLY 150 MM,1,"1,700.00",
,,MOTOR ROLLER SPACER,1,175,
,,RUBBER ROLLER HSG,1,550,
,,PRESSING ROLLER NYLON 150 MM,1,675,
,,421 IDLER ROLLER SHAFT 150 MM,1,485,
,,403 IDLER ROLLER WASHER,1,40,
,,HANDLE STOPPER AND METALIC SENSOR BRAC,1,300,
,,HANDLE STOCK STOPPER,1,80,
,,PRESSING ROLLER WITH SPONGE 150MM,1,"1,325.00",
,,IDLER ASSEMBLY,1,650,
,,REWINDER DISK FLANGE,1,275,
08-08-2025,93,WEB TENSNINING SYSTEM ASSMBLY,14,520,
04-07-2025,IEPL/FY25-26/187,Labeling Controller for IL,1.00 Nos,"22,000.00",
,,IEPL Smart Drive,1.00 Nos,"12,500.00",
,,IEPL Stepper Motor 87 Kgcm,1.00 Nos,"5,000.00",
07-08-2025,INV-000160,"WECON Make 2 Axis PLC & 7"" HMI",2.00 nos,"14,000.00",
,,Stepper Motor & Stepper Drive,4.00 nos,"6,500.00",
08-Aug-25,0470/25-26,Timing Belt T5 410 12,2 nos,245,
,,Timing Belt T5 425 12,2 nos,265,
,,Timing Belt T5 440 12,2 nos,295,
,,Push Lock,50 nos,110,
,,Timing Belt Coated 240L019,12 nos,275,
30-07-2025,2025574609,GSU12/6GX.3-M12,4.00 Nos,"12,600.00",
,,KD U-M12-5A-V1-020,4.00 Nos,350,
,,LSL 02.01 R G P B,5.00 Nos,800,
21-08-2025,97,SILICON STRIP MOUNTING BUSH,4,125,
,,SILICON PLATE,4,165,
,,MOUNTING BRACKET,4,350,
,,FRONT SPACER,4,95,
,,BACK LOCKING BUSH,4,125,
,,UPPER PIN,4,125,
,,NYLON SLEEV100,4,650,
,,RUBBER ROLLER 150MM WITH SHAFT,4,"1,675.00",
14-07-2025,84,419 PRESSING ROLLER SUPPORTED SHAFT,1,400,
,,420 XPRESSING ROLLER BEARING SPACER,2,40,
,,SPRING FLANGE STOPPER,1,50,
,,SPRING FLANGE MAIN SHAFT 150MM,1,320,
,,SPRING FLANGE,2,520,
,,SPRING FLANGE ROLLER 150,1,380,
,,SPRING FLANGE ROLLER SHAFT 150,1,180,
,,SPRING PIN,2,60,
,,SPRING FLANGE HSG,1,550,
,,PATH ROLLER ASSEMBLY 150MM,9,985,
,,LABEL SENSOR MOUNTING BRACKET 2,1,275,
,,LABEL SENSOR MOUNTING BRACKET 1,1,475,
,,LABEL SENSOR MOUNTING BRACKET 3,1,640,
,,RUBBER ROLLER ASSEMBLY 150 MM,1,"1,700.00",
,,MOTOR ROLLER SPACER,1,175,
,,RUBBER ROLLER HSG,1,550,
,,PRESSING ROLLER NYLON 150 MM,1,675,
,,421 IDLER ROLLER SHAFT 150 MM,1,485,
,,403 IDLER ROLLER WASHER,1,40,
,,HANDLE STOPPER AND METALIC SENSOR BRAC,1,300,
,,HANDLE STOCK STOPPER,1,80,
,,PRESSING ROLLER WITH SPONGE 150MM,1,"1,325.00",
,,IDLER ASSEMBLY,1,650,
,,REWINDER DISK FLANGE,1,275,
08-08-2025,93,WEB TENSNINING SYSTEM ASSMBLY,14,520,
04-07-2025,IEPL/FY25-26/187,Labeling Controller for IL,1.00 Nos,"22,000.00",
,,IEPL Smart Drive,1.00 Nos,"12,500.00",
,,IEPL Stepper Motor 87 Kgcm,1.00 Nos,"5,000.00",
07-08-2025,INV-000160,"WECON Make 2 Axis PLC & 7"" HMI",2.00 nos,"14,000.00",
,,Stepper Motor & Stepper Drive,4.00 nos,"6,500.00",
08-Aug-25,0470/25-26,Timing Belt T5 410 12,2 nos,245,
,,Timing Belt T5 425 12,2 nos,265,
,,Timing Belt T5 440 12,2 nos,295,
,,Push Lock,50 nos,110,
,,Timing Belt Coated 240L019,12 nos,275,
30-07-2025,2025574609,GSU12/6GX.3-M12,4.00 Nos,"12,600.00",
,,KD U-M12-5A-V1-020,4.00 Nos,350,
,,LSL 02.01 R G P B,5.00 Nos,800,
04-07-2025,IEPL/FY25-26/187,Labeling Controller for IL,1.00 Nos,"22,000.00",
,,IEPL Smart Drive,1.00 Nos,"12,500.00",
,,IEPL Stepper Motor 87 Kgcm,1.00 Nos,"5,000.00",
07-07-2025,80,SPACER,2,620,
,,BREAKING PULLEY,2,320,
14-07-2025,84,PATH ROLLER ASSEMBLY 150MM,9,985,
,,RUBBER ROLLER ASSEMBLY 150 MM,1,"1,700.00",
,,PRESSING ROLLER WITH SPONGE 150MM,1,"1,325.00",
,,"(Note: Invoice 84 contains 23 total line items including flanges, sensors, and springs)",,,
29-Jul-25,DN/00189/25-26,420 L X 25 X 10 MM T BELT,1 NOS,"1,200.00",
30-07-2025,2025574609,GSU12/6GX.3-M12,4.00 Nos,"12,600.00",
,,KD U-M12-5A-V1-020,4.00 Nos,350,
,,LSL 02.01 R G P B,5.00 Nos,800,
07-08-2025,INV-000160,"WECON Make 2 Axis PLC & 7"" HMI",2.00 nos,"14,000.00",
,,Stepper Motor & Stepper Drive,4.00 nos,"6,500.00",
08-08-2025,93,WEB TENSNINING SYSTEM ASSMBLY,14,520,
08-Aug-25,0470/25-26,Push Lock,50 nos,110,
,,Timing Belt Coated 240L019,12 nos,275,
,,"(Note: Also includes T5 Timing Belts in sizes 410, 425, 440)",,,
21-08-2025,97,RUBBER ROLLER 150MM WITH SHAFT,4,"1,675.00",
,,NYLON SLEEV100,4,650,
,,MOUNTING BRACKET,4,350,
,,"(Note: Also includes Silicon plates, spacers, and pins)",,,
05-09-2025,100,RUBBER ROLLER WITH SHAFT 200MM,20,"1,805.00",
,,RUBBER ROLLER 150MM WITH SHAFT,20,"1,675.00",
,,RUBBER ROLLER 100MM WITH SHAFT,20,"1,350.00",
,,(Note: Also includes Piller plates and Alu plates),,,
17-09-2025,IEPL/FY25-26/329,"WL 2A AB PLC WL HMI 7"" Delta System",1.00 Nos,"1,17,000.00",
07-Oct-25,25-26/2146,615 T21 R35 Sprocket 50803,10,"1,000.00",
(Not Visible),2526003924,6902 ZZ NTN BEARING,"2,000 Pcs",190,
11-12-2025,092/25-26,Moldex Make T Clamps:014,100.00 NOS,55,
04-07-2025,IEPL/FY25-26/187,Labeling Controller for IL,1.00 Nos,"22,000.00",
,,IEPL Smart Drive,1.00 Nos,"12,500.00",
,,IEPL Stepper Motor 87 Kgcm,1.00 Nos,"5,000.00",
07-07-2025,80,SPACER,2,620,
,,BREAKING PULLEY,2,320,
14-07-2025,84,PATH ROLLER ASSEMBLY 150MM,9,985,
,,RUBBER ROLLER ASSEMBLY 150 MM,1,"1,700.00",
,,PRESSING ROLLER WITH SPONGE 150MM,1,"1,325.00",
,,"(Note: Invoice 84 contains 23 total line items including flanges, sensors, and springs)",,,
29-Jul-25,DN/00189/25-26,420 L X 25 X 10 MM T BELT,1 NOS,"1,200.00",
30-07-2025,2025574609,GSU12/6GX.3-M12,4.00 Nos,"12,600.00",
,,KD U-M12-5A-V1-020,4.00 Nos,350,
,,LSL 02.01 R G P B,5.00 Nos,800,
07-08-2025,INV-000160,"WECON Make 2 Axis PLC & 7"" HMI",2.00 nos,"14,000.00",
,,Stepper Motor & Stepper Drive,4.00 nos,"6,500.00",
08-08-2025,93,WEB TENSNINING SYSTEM ASSMBLY,14,520,
08-Aug-25,0470/25-26,Push Lock,50 nos,110,
,,Timing Belt Coated 240L019,12 nos,275,
,,"(Note: Also includes T5 Timing Belts in sizes 410, 425, 440)",,,
21-08-2025,97,RUBBER ROLLER 150MM WITH SHAFT,4,"1,675.00",
,,NYLON SLEEV100,4,650,
,,MOUNTING BRACKET,4,350,
,,"(Note: Also includes Silicon plates, spacers, and pins)",,,
05-09-2025,100,RUBBER ROLLER WITH SHAFT 200MM,20,"1,805.00",
,,RUBBER ROLLER 150MM WITH SHAFT,20,"1,675.00",
,,RUBBER ROLLER 100MM WITH SHAFT,20,"1,350.00",
,,(Note: Also includes Piller plates and Alu plates),,,
17-09-2025,IEPL/FY25-26/329,"WL 2A AB PLC WL HMI 7"" Delta System",1.00 Nos,"1,17,000.00",
07-Oct-25,25-26/2146,615 T21 R35 Sprocket 50803,10,"1,000.00",
(Not Visible),2526003924,6902 ZZ NTN BEARING,"2,000 Pcs",190,
11-12-2025,092/25-26,Moldex Make T Clamps:014,100.00 NOS,55,
07-07-2025,80,SPACER,2,620,
,,BREAKING PULLEY,2,320,
29-Jul-25,DN/00189/25-26,420 L X 25 X 10 MM T BELT,1 NOS,"1,200.00",
05-09-2025,100,PILLER PLATE 250 X100 X3 MM LH,5,750,
,,PILLER PLATE 250 X100 X3 MM RH,5,750,
,,RUBBER ROLLER 100MM WITH SHAFT,20,"1,350.00",
,,RUBBER ROLLER WITH SHAFT 200MM,20,"1,805.00",
,,RUBBER ROLLER 150MM WITH SHAFT,20,"1,675.00",
,,ALU PLATE 16 X16 165,1,105,
,,ALU PLATE 16 X16 155,1,95,
,,ALU PLATE 16 X16 X145,1,95,
,,ALU ROLLER 150,2,750,
,,PILLER SUPPORTING 150,2,750,
,,SS CORE LOCK PATTI,12,35,
17-09-2025,IEPL/FY25-26/329,"WL 2A AB PLC WL HMI 7"" Delta System",1.00 Nos,"1,17,000.00",
,,RS485 VFD Communication Cable,1.00 Nos,200,
,,Packaging & Forwarding Charges @ 1%,1,"1,172.00",
07-Oct-25,25-26/2146,615 T21 R35 Sprocket 50803,10,"1,000.00",
11-12-2025,092/25-26,Moldex Make T Clamps:014,100.00 NOS,55,
(Not Visible),2526003924,6902 ZZ NTN BEARING,"2,000 Pcs",190,
,,6802 ZZ KYK BEARING,8 Pcs,50,
,,HSS TAP SET 6MM,1 SET,895,
,,6902 ZZ SKF BEARING,6 Pcs,220,
,,S.S CAP M 8X90,50 Pcs,25,
,,STRAIGHT DRILL 5.2MM,30 Pcs,90,
,,"4""STRTECH FILM (BABY CORE)",10.000 Kgs,150,
,,STRAIGHT DRILL 8.5 MM,1 Pcs,251,
07-07-2025,80,SPACER,2,620,
,,BREAKING PULLEY,2,320,
29-Jul-25,DN/00189/25-26,420 L X 25 X 10 MM T BELT,1 NOS,"1,200.00",
05-09-2025,100,PILLER PLATE 250 X100 X3 MM LH,5,750,
,,PILLER PLATE 250 X100 X3 MM RH,5,750,
,,RUBBER ROLLER 100MM WITH SHAFT,20,"1,350.00",
,,RUBBER ROLLER WITH SHAFT 200MM,20,"1,805.00",
,,RUBBER ROLLER 150MM WITH SHAFT,20,"1,675.00",
,,ALU PLATE 16 X16 165,1,105,
,,ALU PLATE 16 X16 155,1,95,
,,ALU PLATE 16 X16 X145,1,95,
,,ALU ROLLER 150,2,750,
,,PILLER SUPPORTING 150,2,750,
,,SS CORE LOCK PATTI,12,35,
17-09-2025,IEPL/FY25-26/329,"WL 2A AB PLC WL HMI 7"" Delta System",1.00 Nos,"1,17,000.00",
,,RS485 VFD Communication Cable,1.00 Nos,200,
,,Packaging & Forwarding Charges @ 1%,1,"1,172.00",
07-Oct-25,25-26/2146,615 T21 R35 Sprocket 50803,10,"1,000.00",
11-12-2025,092/25-26,Moldex Make T Clamps:014,100.00 NOS,55,
(Not Visible),2526003924,6902 ZZ NTN BEARING,"2,000 Pcs",190,
,,6802 ZZ KYK BEARING,8 Pcs,50,
,,HSS TAP SET 6MM,1 SET,895,
,,6902 ZZ SKF BEARING,6 Pcs,220,
,,S.S CAP M 8X90,50 Pcs,25,
,,STRAIGHT DRILL 5.2MM,30 Pcs,90,
,,"4""STRTECH FILM (BABY CORE)",10.000 Kgs,150,
,,STRAIGHT DRILL 8.5 MM,1 Pcs,251,
05-09-2025,100,PILLER PLATE 250 X100 X3 MM LH,5,750,
,,PILLER PLATE 250 X100 X3 MM RH,5,750,
,,RUBBER ROLLER 100MM WITH SHAFT,20,"1,350.00",
,,RUBBER ROLLER WITH SHAFT 200MM,20,"1,805.00",
,,RUBBER ROLLER 150MM WITH SHAFT,20,"1,675.00",
,,ALU PLATE 16 X16 165,1,105,
,,ALU PLATE 16 X16 155,1,95,
,,ALU PLATE 16 X16 X145,1,95,
,,ALU ROLLER 150,2,750,
,,PILLER SUPPORTING 150,2,750,
,,SS CORE LOCK PATTI,12,35,
07-07-2025,80,SPACER,2,620,
,,BREAKING PULLEY,2,320,
(Not Visible),2526003924,6902 ZZ NTN BEARING,"2,000 Pcs",190,
,,6802 ZZ KYK BEARING,8 Pcs,50,
,,HSS TAP SET 6MM,1 SET,895,
,,6902 ZZ SKF BEARING,6 Pcs,220,
,,S.S CAP M 8X90,50 Pcs,25,
,,STRAIGHT DRILL 5.2MM,30 Pcs,90,
,,"4"" STRTECH FILM (BABY CORE)",10.000 Kgs,150,
,,STRAIGHT DRILL 8.5 MM,1 Pcs,251,
07-Oct-25,25-26/2146,615 T21 R35 Sprocket 50803,10,"1,000.00",
11-12-2025,092/25-26,Moldex Make T Clamps:014,100.00 NOS,55,
29-Jul-25,DN/00189/25-26,420 L X 25 X 10 MM T BELT,1 NOS,"1,200.00",
17-09-2025,IEPL/FY25-26/329,"WL 2A AB PLC WL HMI 7"" Delta System",1.00 Nos,"1,17,000.00",
,,RS485 VFD Communication Cable,1.00 Nos,200,
,,Packaging & Forwarding Charges @ 1%,1,"1,172.00",
07-07-2025,80,SPACER,2,620,
,,BREAKING PULLEY,2,320,
29-Jul-25,DN/00189/25-26,420 L X 25 X 10 MM T BELT,1 NOS,"1,200.00",
05-09-2025,100,PILLER PLATE 250 X100 X3 MM LH,5,750,
,,PILLER PLATE 250 X100 X3 MM RH,5,750,
,,RUBBER ROLLER 100MM WITH SHAFT,20,"1,350.00",
,,RUBBER ROLLER WITH SHAFT 200MM,20,"1,805.00",
,,RUBBER ROLLER 150MM WITH SHAFT,20,"1,675.00",
,,ALU PLATE 16 X16 165,1,105,
,,ALU PLATE 16 X16 155,1,95,
,,ALU PLATE 16 X16 X145,1,95,
,,ALU ROLLER 150,2,750,
,,PILLER SUPPORTING 150,2,750,
,,SS CORE LOCK PATTI,12,35,
17-09-2025,IEPL/FY25-26/329,"WL 2A AB PLC WL HMI 7"" Delta System",1.00 Nos,"1,17,000.00",
,,RS485 VFD Communication Cable,1.00 Nos,200,
,,Packaging & Forwarding Charges @ 1%,1,"1,172.00",
07-Oct-25,25-26/2146,615 T21 R35 Sprocket 50803,10,"1,000.00",
11-12-2025,092/25-26,Moldex Make T Clamps:014,100.00 NOS,55,
Not Visible,2526003924,6902 ZZ NTN BEARING,"2,000 Pcs",190,
,,6802 ZZ KYK BEARING,8 Pcs,50,
,,HSS TAP SET 6MM,1 SET,895,
,,6902 ZZ SKF BEARING,6 Pcs,220,
,,S.S CAP M 8X90,50 Pcs,25,
,,STRAIGHT DRILL 5.2MM,30 Pcs,90,
,,"4"" STRTECH FILM (BABY CORE)",10.000 Kgs,150,
,,STRAIGHT DRILL 8.5 MM,1 Pcs,251,
